# anchorsX, anchorsY
6.107511303241264613e+03,2.263738692966424060e+04
6.110873567996532074e+03,2.276389005913555229e+04
6.113442361996008003e+03,2.282764595228393955e+04
6.116144837979441036e+03,2.286648877833408187e+04
6.116828294674841345e+03,2.288320929719668493e+04
6.118950557309758551e+03,2.289803082123112836e+04
6.128407646799062604e+03,2.300099187321868158e+04
6.141760221700874354e+03,2.302214843137376010e+04
6.147488726703124485e+03,2.294115445001993794e+04
6.154423359148933741e+03,2.304542278651653396e+04
6.161078101441316903e+03,2.280469223979286107e+04
6.168490986891931243e+03,2.287070916342544297e+04
6.175655297869637252e+03,2.307153237702972183e+04
6.177674334861183524e+03,2.305316754285334173e+04
6.184168568485481046e+03,2.310044473536734222e+04
6.186025317434381577e+03,2.311655470380998668e+04
6.191010349175616284e+03,2.290428513355152245e+04
6.197425578987148583e+03,2.274553613498409322e+04
6.202968062510903110e+03,2.270234416280593359e+04
6.207138529805707549e+03,2.274080322892406548e+04
6.210545282928199413e+03,2.281173225333280789e+04
6.218484361729528246e+03,2.289824598448774850e+04
6.226111686990718226e+03,2.290341035710140204e+04
6.230100295195533363e+03,2.292211834779151104e+04
6.236795260411186973e+03,2.310748817656381289e+04
6.242778987241861614e+03,2.308731190783207057e+04
6.243643199227069999e+03,2.309542280094497255e+04
6.252458741425438348e+03,2.336640362872256082e+04
6.265224729966623272e+03,2.325254489681505220e+04
6.270691891861162730e+03,2.326411337172187632e+04
6.274709059298425927e+03,2.336502195736006979e+04
6.284784203585219984e+03,2.342330640657239928e+04
6.289523639781004931e+03,2.355009283844021411e+04
6.301450928342314910e+03,2.341759812685993529e+04
6.309706149414289939e+03,2.347724327856316813e+04
6.314064213254669994e+03,2.341905194710682190e+04
6.322156710292734715e+03,2.336408816433995526e+04
6.324740482633067586e+03,2.341219189179273963e+04
6.327430836554441157e+03,2.340165698949529906e+04
6.329531162642957497e+03,2.336528167169791050e+04
6.334019118423396321e+03,2.331436001429423050e+04
6.334991047756316220e+03,2.331425886269715556e+04
6.349556128469692339e+03,2.339891089662387094e+04
6.352458328459179029e+03,2.335300042176206625e+04
6.357651701800815317e+03,2.325519713719400170e+04
6.367626387609118865e+03,2.302373861141104499e+04
6.373852566588961054e+03,2.308756478267047714e+04
6.381425672969269726e+03,2.295445496928253851e+04
6.386280590785905588e+03,2.292631009429063852e+04
6.390158658454343822e+03,2.288041848580973965e+04
6.392290467215838362e+03,2.288999634009519286e+04
6.405363323086707169e+03,2.287715749256976778e+04
6.411401850208223550e+03,2.296522606511487538e+04
6.417242720523426215e+03,2.319659533986437964e+04
6.417927712984423124e+03,2.322857145636269706e+04
6.425167412271710418e+03,2.349883083579483718e+04
6.429101260514315982e+03,2.352406594568704531e+04
6.430838493728946560e+03,2.355244624855237271e+04
6.437631073505079257e+03,2.357766222516160633e+04
6.443474346579096164e+03,2.367161625344881759e+04
6.447365639761188504e+03,2.383080490394916342e+04
6.455715116406535344e+03,2.373992243933038117e+04
6.459258299392565277e+03,2.376930612558925714e+04
6.468173310073353605e+03,2.376310808033624198e+04
6.469618980008349354e+03,2.377824928095231735e+04
6.475167308368427257e+03,2.363941367168294164e+04
6.478958881225648838e+03,2.365011728265257261e+04
6.487305994511646531e+03,2.365501437879105652e+04
6.489881495428416201e+03,2.368542188132214869e+04
6.493335136135859102e+03,2.375625589373217736e+04
6.499445757370176580e+03,2.365167684807919068e+04
6.506137190268948871e+03,2.374651136669215339e+04
6.509458349053403253e+03,2.369413728705956237e+04
6.514921323708313139e+03,2.372259189963494646e+04
6.518920996337045835e+03,2.385126240376570058e+04
6.529780298279045383e+03,2.393198990348401276e+04
6.532198352958487703e+03,2.396845511143034309e+04
6.539752366628963500e+03,2.398740676317900943e+04
6.542217757396091656e+03,2.403764861865048442e+04
6.550941349258456285e+03,2.377029163704929670e+04
6.555269242012311224e+03,2.352034735835175525e+04
6.572872506718438672e+03,2.350824782246395625e+04
6.573935905713575266e+03,2.355539815291708510e+04
6.574966580223733217e+03,2.360238147641329124e+04
6.578728816503001326e+03,2.357186926836169368e+04
6.581088167108753623e+03,2.349411359960271147e+04
6.588467966283216811e+03,2.335053240764460497e+04
6.591875126669873680e+03,2.333337953596414445e+04
6.604629125741049393e+03,2.345196413619374289e+04
6.607857295344949307e+03,2.350612375180764138e+04
6.614230120555816939e+03,2.371984759389593819e+04
6.616282198159205109e+03,2.369372171076178347e+04
6.622088832034230109e+03,2.367454646135048097e+04
6.624784133640597247e+03,2.363307036248676741e+04
6.628530656426220958e+03,2.365011321403604597e+04
6.630764105060767179e+03,2.366828532743346659e+04
6.640425240949324689e+03,2.375313905419315779e+04
6.643283115819424893e+03,2.377532997316808178e+04
6.647317248222087983e+03,2.375536320708818312e+04
6.651631158075131680e+03,2.380394923251972432e+04
6.657213449332238270e+03,2.363699210734184817e+04
6.660856114812140731e+03,2.355542747968464755e+04
6.674834429262707090e+03,2.343513068001721331e+04
6.688462805452334578e+03,2.392176194749122806e+04
6.696621912398234599e+03,2.375095469056674483e+04
6.700967819502002385e+03,2.379637124225837397e+04
6.705875714018075996e+03,2.381579750761016840e+04
6.712466212927452943e+03,2.379221092341650728e+04
6.722661214030464180e+03,2.396183853970138807e+04
6.733859909031974894e+03,2.392530516820380217e+04
6.742108127512923602e+03,2.369239956867980436e+04
6.752336887927314820e+03,2.380668355774267184e+04
6.758803965330757819e+03,2.405720954534042903e+04
6.764149043195265222e+03,2.397412049828913223e+04
6.772219764433396449e+03,2.388634308625645644e+04
6.775247354492878912e+03,2.395213793353764777e+04
6.777202450486610360e+03,2.392326752008980111e+04
6.780944697961714155e+03,2.384801110408463865e+04
6.787054311105415763e+03,2.388779374112793812e+04
6.790009263783690585e+03,2.383426151911842680e+04
6.792852213412787023e+03,2.381956026237158949e+04
6.794132495611667764e+03,2.382170126177546263e+04
6.803577776836503290e+03,2.389469192366269635e+04
6.807516238973788859e+03,2.389111010841344614e+04
6.814820339068253816e+03,2.351023726394193000e+04
6.815729639807399508e+03,2.348363903430807841e+04
6.818515128135118175e+03,2.343047388411296561e+04
6.824374050346513286e+03,2.332028532053916933e+04
6.827254160811186921e+03,2.333907869775702420e+04
6.830568360129118446e+03,2.333279070512305043e+04
6.837064753485211440e+03,2.331579282127413535e+04
6.837965618182826802e+03,2.332698194505818901e+04
6.838752546486573920e+03,2.331700892810007645e+04
6.849847599602128867e+03,2.350073204185558643e+04
6.854098615700761002e+03,2.348772101589386511e+04
6.859038590433875470e+03,2.343066017507456127e+04
6.866306359699471614e+03,2.347754239779603449e+04
6.882804666776509293e+03,2.356892631093477758e+04
6.886019504499353388e+03,2.353090971668153361e+04
6.892476675418186460e+03,2.343968934554863881e+04
6.900228670481998051e+03,2.348455563813466870e+04
6.902968104274982579e+03,2.348654111740075314e+04
6.912115092538815588e+03,2.354639819421110951e+04
6.917350679942094757e+03,2.369568712099325057e+04
6.922647959464060477e+03,2.368661940122406668e+04
6.928654136040619960e+03,2.379941511523872396e+04
6.931543575544051237e+03,2.383063957542961725e+04
6.936250160955270985e+03,2.377992442310320257e+04
6.942140781551221153e+03,2.376517656244272075e+04
6.945476000746512909e+03,2.375298881964504471e+04
6.951258524958856469e+03,2.386007722801270575e+04
